aa_settings
gl_day_close_activities
gl_day_close_activity_details
gl_geographic_segments
gl_inter_coy_journals
gl_inter_coy_journals_wip
gl_period_close_activities
gl_posting_periods
gl_product_segments
gl_settings
gl_tb_acc_year
gl_transaction_attachments
gl_transaction_details
gl_transaction_details_wip
gl_transaction_single_config_details
gl_transaction_single_config_details_wip
gl_transaction_single_configs
gl_transaction_single_configs_wip
gl_transaction_type_users
gl_transactions
gl_transactions_wip
gl_week_close_activities
gl_year_close_activities
gl_year_close_activity_details
grc_audit_sections
grc_audit_sections_wip
grc_audit_tracks
grc_audit_tracks_wip
grc_audits
grc_audits_wip
grc_risks
hbc_settings
hd_company_privrequests
hd_company_privrequests_wip
hd_settings
hr_branch_details
hr_branch_details_wip
hr_branches
hr_branches_wip
hr_companies
hr_departments
hr_departments_wip
hr_divisions
hr_divisions_wip
hr_employee_training
hr_employee_transfers
hr_employee_attachments
hr_employee_awards
hr_employee_educations
hr_employee_educations_wip
hr_employee_experiences
hr_employee_families
hr_employee_families_wip
hr_employees
hr_employees_wip
hr_glcode_maps
hr_jobs
hr_jobs_wip
hr_jobs_wip_old
hr_messages
hr_noticeboard
hr_noticeboard_details
hr_noticeboard_details_wip
hr_noticeboard_wip
hr_report_settings
hr_roles
hr_roles_temp
hr_roles_wip
hr_sbu
hr_sbu_wip
hr_steps
hr_users
ia_audit_activities
ia_audit_clients
ia_audit_clients_branches
ia_audit_controls
ia_audit_data_requirements
ia_audit_guest_auditors
ia_audit_report_distribution
ia_audit_risks
ia_audit_sections
ia_audit_teams
ia_audit_test_procedures
ia_audits
ia_audits_primary_auditee_managers
ia_audits_wip
ia_settings
ic_cmm_action_details
ic_cmm_action_heads
ic_cmm_level_details
ic_cmm_level_heads
ic_cmm_levels
ic_control_activities
ic_control_areas
ic_control_assessments
ic_control_functions
ic_control_groups
ic_control_grp_masters
ic_fdoa
inf_settings
internal_control
inv_item_cat
inv_item_gr
inv_item_subcat
inv_item_subgr
inv_items
maintain_compliance_levels
mkt_settings
mlc_settings
mps_settings
ops_code_of_conducts
ops_correspondence
ops_emp_survey_answer_details
ops_emp_survey_question_summary
ops_emp_survey_summary
ops_orientation_exam_records
ops_promotion_records
ops_promotion_records_wip
ops_q_for_exam
ops_qd_for_exam
ops_qdo_for_exam
ops_qe_record_detail_drafts
ops_qe_record_detail_option_drafts
ops_qe_record_detail_options
ops_qe_record_details
ops_qe_record_drafts
ops_qe_records
ops_questionnaire_detail_options
ops_questionnaire_detail_options_wip
ops_questionnaire_details
ops_questionnaire_details_wip
ops_questionnaires
ops_questionnaires_wip
ops_settings
ops_transfer_records
ops_transfer_records_wip
ops_whistle_blowing
ops_whistle_blowing_drafts
pa_settings
pc_settings
pca_profitcenters
pca_profitcenters_wip
pca_settings
pf_accounts
pf_contribution
pf_contribution_details
pf_contribution_temp
pf_journals
pf_journals_det
pf_settings
plc_settings
pm_activities
pm_activities_wip
pm_activity_deliverables
pm_activity_deliverables_wip
pm_activity_groups
pm_activity_groups_wip
pm_billing_plans
pm_billing_plans_wip
pm_portfolios
pm_portfolios_wip
pm_programs
pm_programs_old
pm_programs_wip
pm_project_deliverables
pm_project_deliverables_wip
pm_project_milestones
pm_project_milestones_wip
pm_projects
pm_projects_temp
pm_projects_wip
pm_rascies
pm_rascies_wip
pm_settings
pm_wbs_deliverables
pm_wbs_deliverables_wip
pm_wbses
pm_wbses_wip
pms_competencies
pms_corp_values
pms_settings
po_order_details
po_orders
po_orders_det
po_pr
po_pr_det
po_settings
po_supplier_gl_codes
po_suppliers
pr_bank_adv_payref
pr_bank_advice
pr_company_exp
pr_company_exp_sum
pr_component_settings
pr_deduction_calculation_methods
pr_deduction_component_formulas
pr_deduction_formulas
pr_deduction_methods
pr_emp_sal_brkdn
pr_emp_sal_log
pr_emp_sal_log_sum
pr_employee_deductionrequests_wip
pr_employee_deductions
pr_employee_deductions_wip
pr_employee_salaries
pr_employee_salaries_wip
pr_employee_sale_years
pr_gradeconf
pr_gradeconf_det
pr_loans_adv
pr_oh_alloc_ratio
pr_oh_alloc_ratio_cc
pr_payroll_batches
pr_payroll_batches_wip
pr_payroll_batchs
pr_payroll_details
pr_payroll_details_wip
pr_payroll_masters
pr_payroll_masters_wip
pr_payroll_settings
pr_salary
pr_salary_calculation_methods
pr_salary_cert
pr_salary_comp_gl_acc_no
pr_salary_comp_relation
pr_salary_component_formulas
pr_salary_components
pr_salarycomponent_companies
pr_salcomp_glacc
pr_settings
prd_settings
qms_settings
ra_settings
rm_activitys
rm_assessment_attachments
rm_biz_proc_risk_assessment
rm_business_risk_control_details
rm_business_risk_kri_details
rm_business_risks
rm_imapct_types
rm_kris
rm_likelihood_levels
rm_risk_categories
rm_risk_control_matrix
rm_risk_impact_definitions
rm_risk_levels
rm_risk_owners
rm_risk_sub_categories
rm_risks
rm_settings
rp_settings
sa_global_settings
sa_settings
sbc_settings
sd_settings
sem_business_goals
sem_settings
sms_settings
sod_common_risks
sod_matrix_config
sod_matrix_controls
sod_matrix_risks
sop_settings
sys_attachment_types
sys_auto_numbers
sys_countries
sys_database_users
sys_databases
sys_document_numbers
sys_file_attachment_names
sys_fiscal_years
sys_object_types
sys_osusers
sys_production_estimate_cost
sys_sprints
sys_task_remaining_hours
sys_task_spent_hours
sys_tasks
sys_user_story_details
sys_user_storys
sys_workflow_status
ta_settings
tax_settings
tm_attendance
tm_attendance_daily_in_out
tm_daily_attendance
tm_holidays
tm_leave_applications
tm_leave_applications_wip
tm_leave_cancel
tm_leave_cancel_wip
tm_leave_journal_requests
tm_leave_journal_requests_wip
tm_leave_journals
tm_leave_journals_wip
tm_leave_type_companies
tm_office_time_companies
tm_project_rate_details
tm_project_rate_details_wip
tm_project_rate_masters
tm_project_rate_masters_wip
tm_project_rates
tm_project_rates_wip
tm_settings
tm_timesheet_daily_summary_details
tm_timesheet_daily_summary_details_wip
tm_timesheet_daily_summary_masters
tm_timesheet_daily_summary_masters_wip
tm_timesheet_monthly_summary_details
tm_timesheet_monthly_summary_details_wip
tm_timesheet_monthly_summary_masters
tm_timesheet_monthly_summary_masters_wip
tm_timesheet_project_assign
tm_timesheet_timesheet_highoffice
tm_timesheet_timesheet_leave
tm_timesheet_timesheet_projects
tm_timesheet_timesheet_summary_table
tm_timesheet_timesheet_taskundertaken
tm_weekends
treg_reports_subscribers
treg_reports_subscribers_details
treg_reports_subscribers_details_wip
treg_reports_subscribers_wip
treg_subscribers_type_definitions
trv_settings
try_bank_accounts
try_cash_books
try_cash_books_wip
try_cheque_book_leaves
try_cheque_book_leaves_wip
try_cheque_books
try_cheque_books_wip
try_company_bank_account_compliances
try_company_bank_accounts
try_company_bank_accounts_wip
try_employee_bank_accounts
try_employee_bank_accounts_wip
try_settings
ts_day_det
ts_day_sum
tt_emp_children
tt_emp_fvisits
tt_emp_income
tt_emp_invst
tt_emp_invst_det
tt_emp_invst_particulars
tt_emp_lifestyle
tt_emp_prop_income
tt_emp_properties
tt_emp_wealth
tt_returns
tt_tax_calculation
tt_tax_challan
tt_tax_challan_det
tt_tax_components
tt_tax_exemption_policy
tt_tax_options
tt_tax_slabs
tt_tax_slabs_old
tt_tax_summary
tt_wealth_flow
vlc_settings
vlc_supplier_accounts
vlc_supplier_accounts_wip
vlc_supplier_sites
vlc_supplier_sites_wip
vlc_suppliers
vlc_suppliers_wip
vss_settings
wf_business_process
wf_business_process_company
wf_business_process_details
wf_doatypes
wf_message_templates
wf_process_chains
wf_settings
wf_workflow_details
wf_workflow_records
wf_workflow_status
wf_workflows
wh_settings
wppf_settings
ww_settings
